Order ID,Order Date,Customer ID,Customer Name,Region,Product Category,Product Name,Quantity Sold,Unit Price,Total Sales,Profit Margin (%),Profit Amount,Payment Method,Order Status,Customer Segment,Month,Year,Day
ORD0177,2024-02-15,CUST868,Customer 120,West,Clothing,Jeans,2,43.87,87.74,20.4,17.9,Credit Card,Canceled,Retail,Feb,2024,15
ORD0178,2024-02-05,CUST796,Customer 103,North,Electronics,Smartphone,8,72.66,581.28,17.58,102.19,Cash,Canceled,Wholesale,Feb,2024,5
ORD0179,2024-01-30,CUST148,Customer 40,East,Furniture,Chair,2,415.53,831.06,26.94,223.89,PayPal,Canceled,Corporate,Jan,2024,30
ORD0180,2024-02-12,CUST860,Customer 135,East,Groceries,Eggs,9,306.62,2759.58,13.37,368.96,Credit Card,Completed,Retail,Feb,2024,12
ORD0181,2024-02-08,CUST586,Customer 58,West,Electronics,Tablet,1,319.63,319.63,24.7,78.95,PayPal,Completed,Retail,Feb,2024,8
ORD0182,2024-02-19,CUST740,Customer 132,North,Furniture,Table,7,166.46,1165.22,20.48,238.64,Bank Transfer,Completed,Corporate,Feb,2024,19
ORD0183,2024-01-01,CUST403,Customer 200,North,Electronics,Tablet,4,241.26,965.04,27.29,263.36,Bank Transfer,Canceled,Wholesale,Jan,2024,1
ORD0184,2024-01-31,CUST738,Customer 91,South,Furniture,Chair,3,123.54,370.62,5.01,18.57,Bank Transfer,Canceled,Retail,Jan,2024,31
ORD0185,2024-01-28,CUST870,Customer 32,West,Furniture,Table,3,461.1,1383.3,29.83,412.64,PayPal,Pending,Corporate,Jan,2024,28
ORD0186,2024-01-24,CUST765,Customer 25,South,Clothing,Sweater,2,469.91,939.82,18.28,171.8,Credit Card,Completed,Retail,Jan,2024,24
ORD0187,2024-02-17,CUST653,Customer 112,West,Groceries,Eggs,4,325.01,1300.04,9.48,123.24,Bank Transfer,Canceled,Corporate,Feb,2024,17
ORD0188,2024-01-11,CUST226,Customer 171,North,Furniture,Table,3,435.13,1305.39,22.28,290.84,Bank Transfer,Completed,Wholesale,Jan,2024,11
ORD0189,2024-02-22,CUST285,Customer 92,North,Clothing,Sweater,9,338.21,3043.89,8.98,273.34,Bank Transfer,Completed,Corporate,Feb,2024,22
ORD0190,2024-01-21,CUST587,Customer 13,South,Groceries,Eggs,9,339.39,3054.51,15.41,470.7,Cash,Canceled,Corporate,Jan,2024,21
ORD0191,2024-01-28,CUST942,Customer 13,East,Furniture,Chair,10,168.28,1682.8,29.86,502.48,PayPal,Completed,Retail,Jan,2024,28
ORD0192,2024-01-28,CUST350,Customer 1,South,Electronics,Tablet,10,380.08,3800.8,21.01,798.55,PayPal,Canceled,Wholesale,Jan,2024,28
ORD0193,2024-01-27,CUST221,Customer 19,West,Clothing,Shirt,10,294.89,2948.9,28.28,833.95,Credit Card,Pending,Corporate,Jan,2024,27
ORD0194,2024-02-13,CUST306,Customer 126,West,Groceries,Bread,8,423.07,3384.56,7.6,257.23,Cash,Pending,Wholesale,Feb,2024,13
ORD0195,2024-01-06,CUST634,Customer 29,East,Electronics,Laptop,5,462.34,2311.7,11.81,273.01,Credit Card,Pending,Corporate,Jan,2024,6
ORD0196,2024-02-29,CUST455,Customer 65,North,Furniture,Sofa,4,173.13,692.52,12.55,86.91,Bank Transfer,Pending,Retail,Feb,2024,29
ORD0197,2024-02-18,CUST211,Customer 39,East,Groceries,Cereal,6,155.07,930.42,14.89,138.54,Credit Card,Canceled,Wholesale,Feb,2024,18
ORD0198,2024-02-01,CUST938,Customer 87,West,Furniture,Sofa,4,255.43,1021.72,27.03,276.17,Cash,Completed,Corporate,Feb,2024,1
ORD0199,2024-02-20,CUST224,Customer 188,West,Clothing,Sweater,9,362.6,3263.4,12.04,392.91,Credit Card,Canceled,Corporate,Feb,2024,20
ORD0200,2024-01-11,CUST579,Customer 176,East,Electronics,Smartphone,3,298.29,894.87,13.09,117.14,Cash,Pending,Corporate,Jan,2024,11
ORD0201,2024-01-07,CUST748,Customer 66,West,Electronics,Smartphone,9,396.38,3567.42,14.75,526.19,PayPal,Completed,Wholesale,Jan,2024,7
ORD0202,2024-01-17,CUST682,Customer 85,East,Groceries,Eggs,4,400.8,1603.2,19.4,311.02,PayPal,Pending,Wholesale,Jan,2024,17
ORD0203,2024-02-12,CUST994,Customer 17,North,Furniture,Bed,5,441.84,2209.2,22.25,491.55,PayPal,Pending,Corporate,Feb,2024,12
ORD0204,2024-02-12,CUST667,Customer 109,South,Clothing,Shirt,10,314.13,3141.3,28.8,904.69,Bank Transfer,Canceled,Corporate,Feb,2024,12
ORD0205,2024-01-29,CUST555,Customer 171,West,Clothing,Sweater,10,116.16,1161.6,24.97,290.05,Credit Card,Pending,Retail,Jan,2024,29
ORD0206,2024-01-10,CUST614,Customer 125,West,Groceries,Eggs,5,266.24,1331.2,13.31,177.18,PayPal,Completed,Wholesale,Jan,2024,10
ORD0207,2024-01-17,CUST749,Customer 88,East,Furniture,Table,1,134.79,134.79,18.76,25.29,PayPal,Completed,Wholesale,Jan,2024,17
ORD0208,2024-02-11,CUST505,Customer 188,West,Furniture,Bed,3,205.39,616.17,10.93,67.35,PayPal,Pending,Wholesale,Feb,2024,11
ORD0209,2024-02-07,CUST940,Customer 32,East,Clothing,Sweater,2,426.42,852.84,11.99,102.26,PayPal,Canceled,Retail,Feb,2024,7
ORD0210,2024-02-16,CUST379,Customer 197,West,Groceries,Bread,9,376.32,3386.88,15.68,531.06,Credit Card,Pending,Wholesale,Feb,2024,16
ORD0211,2024-02-05,CUST761,Customer 74,West,Electronics,Headphones,8,76.95,615.6,9.68,59.59,Bank Transfer,Pending,Retail,Feb,2024,5
ORD0212,2024-01-30,CUST735,Customer 188,North,Furniture,Bed,2,437.63,875.26,13.27,116.15,Bank Transfer,Canceled,Retail,Jan,2024,30
ORD0213,2024-02-20,CUST949,Customer 4,East,Electronics,Smartphone,2,55.05,110.1,26.66,29.35,Credit Card,Canceled,Wholesale,Feb,2024,20
ORD0214,2024-02-18,CUST884,Customer 15,East,Furniture,Table,1,472.79,472.79,25.33,119.76,Cash,Completed,Corporate,Feb,2024,18
ORD0215,2024-02-24,CUST430,Customer 88,North,Electronics,Headphones,4,24.26,97.04,15.63,15.17,PayPal,Pending,Retail,Feb,2024,24
ORD0216,2024-01-30,CUST306,Customer 110,South,Furniture,Sofa,1,42.74,42.74,23.74,10.15,Bank Transfer,Pending,Corporate,Jan,2024,30
ORD0217,2024-01-19,CUST609,Customer 179,North,Clothing,Sweater,1,379.5,379.5,10.66,40.45,Credit Card,Completed,Corporate,Jan,2024,19
ORD0218,2024-01-29,CUST843,Customer 145,South,Furniture,Chair,7,235.89,1651.23,15.05,248.51,Bank Transfer,Completed,Wholesale,Jan,2024,29
ORD0219,2024-02-05,CUST962,Customer 62,West,Furniture,Sofa,5,271.4,1357.0,25.17,341.56,Credit Card,Pending,Corporate,Feb,2024,5
ORD0220,2024-01-11,CUST824,Customer 92,West,Furniture,Bed,8,236.27,1890.16,7.39,139.68,Bank Transfer,Pending,Corporate,Jan,2024,11
ORD0221,2024-01-23,CUST438,Customer 48,West,Electronics,Tablet,5,216.65,1083.25,16.64,180.25,PayPal,Pending,Wholesale,Jan,2024,23
ORD0222,2024-02-12,CUST883,Customer 144,East,Furniture,Bed,9,226.17,2035.53,27.39,557.53,PayPal,Completed,Retail,Feb,2024,12
ORD0223,2024-01-31,CUST999,Customer 188,South,Groceries,Milk,4,137.22,548.88,21.06,115.59,Credit Card,Canceled,Corporate,Jan,2024,31
ORD0224,2024-02-04,CUST672,Customer 77,West,Clothing,Jeans,3,437.02,1311.06,17.16,224.98,Credit Card,Pending,Retail,Feb,2024,4
ORD0225,2024-01-27,CUST727,Customer 170,West,Electronics,Headphones,9,243.31,2189.79,29.94,655.62,Bank Transfer,Completed,Wholesale,Jan,2024,27
ORD0226,2024-02-10,CUST463,Customer 180,South,Furniture,Sofa,2,251.4,502.8,13.75,69.14,PayPal,Pending,Retail,Feb,2024,10
ORD0227,2024-02-26,CUST422,Customer 12,South,Electronics,Tablet,8,366.52,2932.16,7.51,220.21,Bank Transfer,Completed,Retail,Feb,2024,26
ORD0228,2024-01-14,CUST392,Customer 97,North,Groceries,Eggs,10,160.87,1608.7,6.27,100.87,Bank Transfer,Canceled,Corporate,Jan,2024,14
ORD0229,2024-01-28,CUST437,Customer 100,South,Furniture,Table,1,163.92,163.92,24.7,40.49,PayPal,Pending,Wholesale,Jan,2024,28
ORD0230,2024-02-29,CUST259,Customer 112,East,Clothing,Jeans,9,63.65,572.85,23.48,134.51,Bank Transfer,Canceled,Corporate,Feb,2024,29
ORD0231,2024-02-10,CUST527,Customer 4,North,Clothing,Jeans,10,367.14,3671.4,14.83,544.47,PayPal,Canceled,Wholesale,Feb,2024,10
ORD0232,2024-01-08,CUST336,Customer 178,East,Furniture,Chair,10,17.69,176.9,22.25,39.36,PayPal,Canceled,Corporate,Jan,2024,8
ORD0233,2024-01-18,CUST335,Customer 33,North,Groceries,Milk,9,207.92,1871.28,18.79,351.61,Cash,Pending,Wholesale,Jan,2024,18
ORD0234,2024-01-11,CUST856,Customer 58,South,Groceries,Cereal,1,101.5,101.5,17.67,17.94,PayPal,Completed,Wholesale,Jan,2024,11
ORD0235,2024-02-06,CUST767,Customer 83,West,Electronics,Tablet,1,389.63,389.63,18.63,72.59,Bank Transfer,Completed,Wholesale,Feb,2024,6
ORD0236,2024-01-03,CUST371,Customer 72,South,Furniture,Table,9,197.65,1778.85,14.87,264.51,PayPal,Canceled,Wholesale,Jan,2024,3
ORD0237,2024-01-24,CUST879,Customer 142,North,Clothing,Sweater,8,151.14,1209.12,26.28,317.76,Bank Transfer,Canceled,Wholesale,Jan,2024,24
ORD0238,2024-01-28,CUST437,Customer 153,West,Groceries,Eggs,10,381.78,3817.8,8.47,323.37,Cash,Pending,Corporate,Jan,2024,28
ORD0239,2024-01-10,CUST650,Customer 29,East,Electronics,Smartphone,4,272.46,1089.84,23.27,253.61,PayPal,Pending,Retail,Jan,2024,10
ORD0240,2024-01-20,CUST560,Customer 143,South,Clothing,Shirt,8,333.39,2667.12,11.51,306.99,Credit Card,Completed,Wholesale,Jan,2024,20
ORD0241,2024-02-15,CUST583,Customer 167,South,Groceries,Eggs,10,59.36,593.6,15.26,90.58,Cash,Canceled,Corporate,Feb,2024,15
ORD0242,2024-01-10,CUST321,Customer 21,West,Furniture,Sofa,10,196.64,1966.4,24.69,485.5,Credit Card,Completed,Wholesale,Jan,2024,10
ORD0243,2024-02-16,CUST458,Customer 97,North,Clothing,Jeans,5,149.04,745.2,20.94,156.04,Credit Card,Canceled,Corporate,Feb,2024,16
ORD0244,2024-01-12,CUST955,Customer 73,East,Furniture,Bed,1,135.21,135.21,19.26,26.04,Credit Card,Completed,Wholesale,Jan,2024,12
ORD0245,2024-01-24,CUST813,Customer 177,South,Groceries,Bread,4,154.45,617.8,13.58,83.9,Credit Card,Pending,Retail,Jan,2024,24
ORD0246,2024-02-06,CUST668,Customer 49,South,Furniture,Bed,4,390.91,1563.64,5.21,81.47,PayPal,Pending,Wholesale,Feb,2024,6
ORD0247,2024-01-20,CUST845,Customer 35,South,Clothing,Jacket,7,472.73,3309.11,16.46,544.68,PayPal,Completed,Retail,Jan,2024,20
ORD0248,2024-01-13,CUST790,Customer 88,North,Electronics,Laptop,9,238.07,2142.63,24.46,524.09,Bank Transfer,Completed,Wholesale,Jan,2024,13
ORD0249,2024-02-10,CUST921,Customer 122,North,Electronics,Headphones,4,452.88,1811.52,23.73,429.87,PayPal,Pending,Corporate,Feb,2024,10
ORD0250,2024-01-26,CUST430,Customer 12,East,Electronics,Tablet,10,312.13,3121.3,14.49,452.28,Bank Transfer,Canceled,Corporate,Jan,2024,26
ORD0251,2024-02-18,CUST328,Customer 47,North,Electronics,Tablet,10,82.26,822.6,28.1,231.15,PayPal,Completed,Retail,Feb,2024,18
ORD0252,2024-01-09,CUST717,Customer 59,North,Clothing,Shirt,6,314.88,1889.28,24.71,466.84,Credit Card,Pending,Retail,Jan,2024,9
ORD0253,2024-01-14,CUST837,Customer 60,East,Electronics,Headphones,9,73.83,664.47,17.66,117.35,Bank Transfer,Canceled,Retail,Jan,2024,14
ORD0254,2024-02-07,CUST242,Customer 107,East,Electronics,Smartphone,9,19.35,174.15,26.99,47.0,Credit Card,Pending,Corporate,Feb,2024,7
ORD0255,2024-02-15,CUST844,Customer 146,South,Clothing,Shirt,8,402.04,3216.32,5.8,186.55,Bank Transfer,Canceled,Retail,Feb,2024,15
ORD0256,2024-02-16,CUST543,Customer 85,South,Groceries,Cereal,3,224.55,673.65,6.01,40.49,Cash,Completed,Retail,Feb,2024,16
ORD0257,2024-01-08,CUST165,Customer 135,West,Furniture,Chair,4,374.51,1498.04,16.22,242.98,Cash,Completed,Corporate,Jan,2024,8
ORD0258,2024-02-13,CUST254,Customer 163,North,Furniture,Table,1,429.41,429.41,25.02,107.44,Bank Transfer,Completed,Corporate,Feb,2024,13
ORD0259,2024-02-14,CUST462,Customer 3,East,Electronics,Smartphone,6,122.45,734.7,28.78,211.45,Credit Card,Canceled,Retail,Feb,2024,14
ORD0260,2024-02-11,CUST589,Customer 157,South,Furniture,Sofa,10,473.09,4730.9,19.47,921.11,PayPal,Completed,Corporate,Feb,2024,11
ORD0261,2024-02-09,CUST581,Customer 105,West,Furniture,Bed,4,64.3,257.2,9.21,23.69,Credit Card,Pending,Wholesale,Feb,2024,9
ORD0262,2024-02-26,CUST342,Customer 93,West,Clothing,Sweater,5,36.35,181.75,5.06,9.2,Credit Card,Pending,Retail,Feb,2024,26
ORD0263,2024-01-31,CUST380,Customer 52,West,Furniture,Table,3,14.47,43.41,8.42,3.66,Bank Transfer,Canceled,Retail,Jan,2024,31
ORD0264,2024-02-07,CUST645,Customer 179,South,Electronics,Headphones,5,257.2,1286.0,13.69,176.05,Bank Transfer,Canceled,Wholesale,Feb,2024,7
ORD0265,2024-01-03,CUST224,Customer 34,South,Furniture,Chair,9,240.49,2164.41,23.88,516.86,Cash,Completed,Corporate,Jan,2024,3
ORD0266,2024-01-17,CUST465,Customer 43,East,Furniture,Table,10,27.46,274.6,26.38,72.44,Cash,Completed,Retail,Jan,2024,17
ORD0267,2024-01-06,CUST699,Customer 131,West,Electronics,Tablet,2,327.83,655.66,23.16,151.85,PayPal,Completed,Corporate,Jan,2024,6
ORD0268,2024-02-02,CUST665,Customer 78,North,Groceries,Cereal,9,331.91,2987.19,15.69,468.69,Cash,Completed,Corporate,Feb,2024,2
ORD0269,2024-01-15,CUST580,Customer 25,South,Clothing,Jacket,7,116.14,812.98,15.26,124.06,Bank Transfer,Canceled,Wholesale,Jan,2024,15
ORD0270,2024-01-30,CUST861,Customer 172,South,Furniture,Bed,2,32.94,65.88,18.77,12.37,Bank Transfer,Completed,Retail,Jan,2024,30
ORD0271,2024-02-04,CUST891,Customer 132,West,Electronics,Smartphone,7,139.91,979.37,27.47,269.03,Credit Card,Canceled,Corporate,Feb,2024,4
ORD0272,2024-01-11,CUST177,Customer 47,South,Electronics,Headphones,1,37.46,37.46,5.45,2.04,Cash,Pending,Retail,Jan,2024,11
ORD0273,2024-01-14,CUST366,Customer 84,East,Electronics,Laptop,1,274.31,274.31,18.88,51.79,Credit Card,Canceled,Wholesale,Jan,2024,14
ORD0274,2024-02-01,CUST865,Customer 181,East,Groceries,Milk,2,347.48,694.96,10.04,69.77,Credit Card,Canceled,Retail,Feb,2024,1
ORD0275,2024-01-13,CUST322,Customer 28,West,Clothing,Sweater,7,165.52,1158.64,14.77,171.13,Credit Card,Canceled,Corporate,Jan,2024,13
ORD0276,2024-01-11,CUST234,Customer 75,North,Groceries,Eggs,7,258.47,1809.29,15.38,278.27,Bank Transfer,Pending,Retail,Jan,2024,11
ORD0277,2024-01-11,CUST988,Customer 165,South,Groceries,Cereal,5,189.89,949.45,24.23,230.05,Cash,Completed,Corporate,Jan,2024,11
ORD0278,2024-01-21,CUST253,Customer 196,West,Groceries,Bread,10,36.42,364.2,15.5,56.45,PayPal,Completed,Retail,Jan,2024,21
ORD0279,2024-01-01,CUST275,Customer 164,South,Groceries,Milk,7,306.98,2148.86,8.57,184.16,Bank Transfer,Canceled,Retail,Jan,2024,1
ORD0280,2024-01-12,CUST145,Customer 192,North,Furniture,Chair,1,333.68,333.68,23.61,78.78,Bank Transfer,Canceled,Retail,Jan,2024,12
ORD0281,2024-02-28,CUST732,Customer 186,West,Clothing,Jeans,8,115.52,924.16,7.04,65.06,Credit Card,Canceled,Corporate,Feb,2024,28
ORD0282,2024-02-22,CUST231,Customer 170,South,Electronics,Tablet,5,275.95,1379.75,17.24,237.87,PayPal,Canceled,Corporate,Feb,2024,22
ORD0283,2024-02-10,CUST825,Customer 57,East,Electronics,Headphones,9,417.32,3755.88,9.6,360.56,Cash,Pending,Retail,Feb,2024,10
ORD0284,2024-01-05,CUST729,Customer 111,East,Clothing,Jacket,5,233.03,1165.15,12.45,145.06,Cash,Pending,Wholesale,Jan,2024,5
ORD0285,2024-01-13,CUST840,Customer 73,North,Clothing,Jacket,7,166.3,1164.1,28.89,336.31,PayPal,Completed,Corporate,Jan,2024,13
ORD0286,2024-01-17,CUST948,Customer 121,North,Furniture,Bed,4,397.48,1589.92,25.88,411.47,Credit Card,Canceled,Retail,Jan,2024,17
ORD0287,2024-02-21,CUST697,Customer 136,West,Furniture,Chair,5,163.14,815.7,22.22,181.25,PayPal,Completed,Wholesale,Feb,2024,21
ORD0288,2024-01-14,CUST952,Customer 191,West,Electronics,Laptop,6,20.37,122.22,24.83,30.35,Bank Transfer,Pending,Corporate,Jan,2024,14
ORD0289,2024-02-17,CUST658,Customer 88,South,Groceries,Eggs,6,313.09,1878.54,16.54,310.71,Cash,Completed,Wholesale,Feb,2024,17
ORD0290,2024-02-27,CUST726,Customer 43,North,Clothing,Sweater,10,314.74,3147.4,7.69,242.04,Credit Card,Pending,Corporate,Feb,2024,27
ORD0291,2024-01-20,CUST190,Customer 126,West,Groceries,Eggs,8,308.66,2469.28,13.49,333.11,Cash,Completed,Corporate,Jan,2024,20
ORD0292,2024-01-15,CUST490,Customer 184,West,Electronics,Smartphone,4,110.71,442.84,17.79,78.78,Bank Transfer,Completed,Wholesale,Jan,2024,15
ORD0293,2024-02-09,CUST847,Customer 76,West,Clothing,Jacket,2,388.82,777.64,5.78,44.95,Bank Transfer,Completed,Retail,Feb,2024,9
ORD0294,2024-01-07,CUST267,Customer 193,East,Electronics,Smartphone,5,313.66,1568.3,27.31,428.3,Bank Transfer,Pending,Retail,Jan,2024,7
ORD0295,2024-01-21,CUST801,Customer 39,South,Clothing,Shirt,2,325.57,651.14,24.93,162.33,PayPal,Canceled,Wholesale,Jan,2024,21
ORD0296,2024-01-20,CUST431,Customer 195,South,Clothing,Sweater,4,65.67,262.68,29.47,77.41,PayPal,Pending,Wholesale,Jan,2024,20
ORD0297,2024-01-31,CUST143,Customer 114,East,Electronics,Smartphone,3,489.61,1468.83,9.22,135.43,PayPal,Completed,Retail,Jan,2024,31
ORD0298,2024-01-11,CUST732,Customer 190,East,Groceries,Bread,7,395.55,2768.85,28.4,786.35,Credit Card,Pending,Retail,Jan,2024,11
ORD0299,2024-02-23,CUST558,Customer 113,North,Groceries,Eggs,9,30.13,271.17,22.35,60.61,Credit Card,Pending,Wholesale,Feb,2024,23
ORD0300,2024-02-11,CUST859,Customer 43,North,Furniture,Bed,2,96.12,192.24,5.72,11.0,PayPal,Completed,Corporate,Feb,2024,11
